<br /><br />I started watching the show in reruns in 2001	['<', 'br', '/', '>', '<', 'br', '/', '>', 'I', 'started', 'watching', 'the', 'show', 'in', 'reruns', 'in', '2001']
Lang and Harbou are masterful at building suspense, especially at the banquet scene, which is intercut with Verbal's second performance to an amazing effect	['Lang', 'and', 'Harbou', 'are', 'masterful', 'at', 'building', 'suspense', ',', 'especially', 'at', 'the', 'banquet', 'scene', ',', 'which', 'is', 'intercut', 'with', 'Verbal', "'s", 'second', 'performance', 'to', 'an', 'amazing', 'effect']
However, as is the nature of this half of the poem, the film's amazing technical accomplishments are missing in this one, for the most part, except for a dazzling sequence where Etzel's hall burns down with the Nibelungs inside	['However', ',', 'as', 'is', 'the', 'nature', 'of', 'this', 'half', 'of', 'the', 'poem', ',', 'the', 'film', "'s", 'amazing', 'technical', 'accomplishments', 'are', 'missing', 'in', 'this', 'one', ',', 'for', 'the', 'most', 'part', ',', 'except', 'for', 'a', 'dazzling', 'sequence', 'where', 'Etzel', "'s", 'hall', 'burns', 'down', 'with', 'the', 'Nibelungs', 'inside']
The one thing I do have to object to is the way Harbou changes the ending	['The', 'one', 'thing', 'I', 'do', 'have', 'to', 'object', 'to', 'is', 'the', 'way', 'Harbou', 'changes', 'the', 'ending']
SPOILERS: in the poem, after Hildebrand captures Hagen and Gunther, they are imprisoned	['SPOILERS', ':', 'in', 'the', 'poem', ',', 'after', 'Hildebrand', 'captures', 'Hagen', 'and', 'Gunther', ',', 'they', 'are', 'imprisoned']
Kriemhild visits Hagen in his cell and demands that he reveal where he has hidden the horde	['Kriemhild', 'visits', 'Hagen', 'in', 'his', 'cell', 'and', 'demands', 'that', 'he', 'reveal', 'where', 'he', 'has', 'hidden', 'the', 'horde']
He refuses and she herself decapitates her brother	['He', 'refuses', 'and', 'she', 'herself', 'decapitates', 'her', 'brother']
When Hagen still refuses, she decapitates him	['When', 'Hagen', 'still', 'refuses', ',', 'she', 'decapitates', 'him']
Hildebrand (or possibly Dietrich) is so disgusted that a woman would presume to murder a great warrior that he, in turn, decapitates her, calling her a "Devil Woman"	['Hildebrand', '(', 'or', 'possibly', 'Dietrich', ')', 'is', 'so', 'disgusted', 'that', 'a', 'woman', 'would', 'presume', 'to', 'murder', 'a', 'great', 'warrior', 'that', 'he', ',', 'in', 'turn', ',', 'decapitates', 'her', ',', 'calling', 'her', 'a', '``', 'Devil', 'Woman', "''"]
Etzel, who is much weaker in the poem than he is here, says something silly like: "Ah me!" I can understand why they would want to keep a unity of time and place as Hildebrand brings them from the castle; to retain the prison settings of the two deaths would make the film very anticlimactic	['Etzel', ',', 'who', 'is', 'much', 'weaker', 'in', 'the', 'poem', 'than', 'he', 'is', 'here', ',', 'says', 'something', 'silly', 'like', ':', '``', 'Ah', 'me', '!', "''", 'I', 'can', 'understand', 'why', 'they', 'would', 'want', 'to', 'keep', 'a', 'unity', 'of', 'time', 'and', 'place', 'as', 'Hildebrand', 'brings', 'them', 'from', 'the', 'castle', ';', 'to', 'retain', 'the', 'prison', 'settings', 'of', 'the', 'two', 'deaths', 'would', 'make', 'the', 'film', 'very', 'anticlimactic']
I also understand why they didn't have Hildebrand kill Kriemhild: his character is much reduced here; his name is only mentioned once	['I', 'also', 'understand', 'why', 'they', 'did', "n't", 'have', 'Hildebrand', 'kill', 'Kriemhild', ':', 'his', 'character', 'is', 'much', 'reduced', 'here', ';', 'his', 'name', 'is', 'only', 'mentioned', 'once']
But, to have Kriemhild kill herself, adopting Brynhild's death from the Icelandic sources, is just catering to the audience instead of challenging them	['But', ',', 'to', 'have', 'Kriemhild', 'kill', 'herself', ',', 'adopting', 'Brynhild', "'s", 'death', 'from', 'the', 'Icelandic', 'sources', ',', 'is', 'just', 'catering', 'to', 'the', 'audience', 'instead', 'of', 'challenging', 'them']
The point of the poem is that Kriemhild's wrath goes far beyond it should into the realm of pure evil	['The', 'point', 'of', 'the', 'poem', 'is', 'that', 'Kriemhild', "'s", 'wrath', 'goes', 'far', 'beyond', 'it', 'should', 'into', 'the', 'realm', 'of', 'pure', 'evil']
Here, we simply have her die for her lost love	['Here', ',', 'we', 'simply', 'have', 'her', 'die', 'for', 'her', 'lost', 'love']
After having read two or three negative reviews on the main page of IMDb for "Pushing Daisies", and having literally minutes ago finished watching the final episode, I thought it was about time I said what I thought of PD	['After', 'having', 'read', 'two', 'or', 'three', 'negative', 'reviews', 'on', 'the', 'main', 'page', 'of', 'IMDb', 'for', '``', 'Pushing', 'Daisies', "''", ',', 'and', 'having', 'literally', 'minutes', 'ago', 'finished', 'watching', 'the', 'final', 'episode', ',', 'I', 'thought', 'it', 'was', 'about', 'time', 'I', 'said', 'what', 'I', 'thought', 'of', 'PD']
<br /><br />First off, to address what some of the issues that I have seen other people having with this show: something along the lines of "I expect the people who have been woken from the dead to have a more realistic reaction"	['<', 'br', '/', '>', '<', 'br', '/', '>', 'First', 'off', ',', 'to', 'address', 'what', 'some', 'of', 'the', 'issues', 'that', 'I', 'have', 'seen', 'other', 'people', 'having', 'with', 'this', 'show', ':', 'something', 'along', 'the', 'lines', 'of', '``', 'I', 'expect', 'the', 'people', 'who', 'have', 'been', 'woken', 'from', 'the', 'dead', 'to', 'have', 'a', 'more', 'realistic', 'reaction', "''"]
Realistic, on this show ? Pushing Daisies is, truly, pure and utter escapism	['Realistic', ',', 'on', 'this', 'show', '?', 'Pushing', 'Daisies', 'is', ',', 'truly', ',', 'pure', 'and', 'utter', 'escapism']
It's colour palette, the dialogue used, the scenarios, situations, music: all of it, to me, is just an escape from everyday life	['It', "'s", 'colour', 'palette', ',', 'the', 'dialogue', 'used', ',', 'the', 'scenarios', ',', 'situations', ',', 'music', ':', 'all', 'of', 'it', ',', 'to', 'me', ',', 'is', 'just', 'an', 'escape', 'from', 'everyday', 'life']
It is here where Pushing Daisies exceeds exceptionally well Pushing Daisies isn't for everyone: A large majority of the television audience don't "get" it, for some people it's just too out there and silly	['It', 'is', 'here', 'where', 'Pushing', 'Daisies', 'exceeds', 'exceptionally', 'well', 'Pushing', 'Daisies', 'is', "n't", 'for', 'everyone', ':', 'A', 'large', 'majority', 'of', 'the', 'television', 'audience', 'do', "n't", '``', 'get', "''", 'it', ',', 'for', 'some', 'people', 'it', "'s", 'just', 'too', 'out', 'there', 'and', 'silly']
But for people like me, even from the first episode I watched of it (Season 2's "Frescorts") and I was just blown away by the show	['But', 'for', 'people', 'like', 'me', ',', 'even', 'from', 'the', 'first', 'episode', 'I', 'watched', 'of', 'it', '(', 'Season', '2', "'s", '``', 'Frescorts', "''", ')', 'and', 'I', 'was', 'just', 'blown', 'away', 'by', 'the', 'show']
From then on, I bought both the box sets and they have barely been out of my DVD player	['From', 'then', 'on', ',', 'I', 'bought', 'both', 'the', 'box', 'sets', 'and', 'they', 'have', 'barely', 'been', 'out', 'of', 'my', 'DVD', 'player']
Other people I know can't stand it, it really seems to be like Marmite	['Other', 'people', 'I', 'know', 'ca', "n't", 'stand', 'it', ',', 'it', 'really', 'seems', 'to', 'be', 'like', 'Marmite']
<br /><br />The show follows the adventures of Ned, the Piemaker, with a magic finger, who brings back childhood sweetheart Charlotte Charles, works in association with private investigator Emerson Cod, owns the Pie-hole and employs waitress Olive Snook	['<', 'br', '/', '>', '<', 'br', '/', '>', 'The', 'show', 'follows', 'the', 'adventures', 'of', 'Ned', ',', 'the', 'Piemaker', ',', 'with', 'a', 'magic', 'finger', ',', 'who', 'brings', 'back', 'childhood', 'sweetheart', 'Charlotte', 'Charles', ',', 'works', 'in', 'association', 'with', 'private', 'investigator', 'Emerson', 'Cod', ',', 'owns', 'the', 'Pie-hole', 'and', 'employs', 'waitress', 'Olive', 'Snook']
Completing the main cast members are aunts Lily and Vivian, whom Charlotte (Chuck) is never allowed to see	['Completing', 'the', 'main', 'cast', 'members', 'are', 'aunts', 'Lily', 'and', 'Vivian', ',', 'whom', 'Charlotte', '(', 'Chuck', ')', 'is', 'never', 'allowed', 'to', 'see']
They live in a fantasy world where the dead are brought back to life, everything is shown with a wonderfully bright splash of colour, and narrated by Jim Dale	['They', 'live', 'in', 'a', 'fantasy', 'world', 'where', 'the', 'dead', 'are', 'brought', 'back', 'to', 'life', ',', 'everything', 'is', 'shown', 'with', 'a', 'wonderfully', 'bright', 'splash', 'of', 'colour', ',', 'and', 'narrated', 'by', 'Jim', 'Dale']
<br /><br />Other than outlining the basics of the show, I really can't praise it much more without saying: Just watch it	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Other', 'than', 'outlining', 'the', 'basics', 'of', 'the', 'show', ',', 'I', 'really', 'ca', "n't", 'praise', 'it', 'much', 'more', 'without', 'saying', ':', 'Just', 'watch', 'it']
Despite being screwed over by the Writer's Guild of America strike, with only 22 episodes ever to be made, it provides wonderful plot twists, story lines, characters and situations while providing (for me) a satisfying ending (yes, I could tell it had been tacked on the end and rushed, but I was still happy with the way it went out)	['Despite', 'being', 'screwed', 'over', 'by', 'the', 'Writer', "'s", 'Guild', 'of', 'America', 'strike', ',', 'with', 'only', '22', 'episodes', 'ever', 'to', 'be', 'made', ',', 'it', 'provides', 'wonderful', 'plot', 'twists', ',', 'story', 'lines', ',', 'characters', 'and', 'situations', 'while', 'providing', '(', 'for', 'me', ')', 'a', 'satisfying', 'ending', '(', 'yes', ',', 'I', 'could', 'tell', 'it', 'had', 'been', 'tacked', 'on', 'the', 'end', 'and', 'rushed', ',', 'but', 'I', 'was', 'still', 'happy', 'with', 'the', 'way', 'it', 'went', 'out', ')']
Whether it is creative or just pretentious, for a lot of people (me included) it made the most addictive and wonderful viewing, and I hope for the future of television that more shows like this are created so I'm not left with just 22, 40 minute memories of what true entertainment can be	['Whether', 'it', 'is', 'creative', 'or', 'just', 'pretentious', ',', 'for', 'a', 'lot', 'of', 'people', '(', 'me', 'included', ')', 'it', 'made', 'the', 'most', 'addictive', 'and', 'wonderful', 'viewing', ',', 'and', 'I', 'hope', 'for', 'the', 'future', 'of', 'television', 'that', 'more', 'shows', 'like', 'this', 'are', 'created', 'so', 'I', "'m", 'not', 'left', 'with', 'just', '22', ',', '40', 'minute', 'memories', 'of', 'what', 'true', 'entertainment', 'can', 'be']
My friend had the idea of watching the animated LOTR after seeing the Peter Jackson Return of The King	['My', 'friend', 'had', 'the', 'idea', 'of', 'watching', 'the', 'animated', 'LOTR', 'after', 'seeing', 'the', 'Peter', 'Jackson', 'Return', 'of', 'The', 'King']
So I finally bought it off e-bay, thinking right from the start it was going to suck	['So', 'I', 'finally', 'bought', 'it', 'off', 'e-bay', ',', 'thinking', 'right', 'from', 'the', 'start', 'it', 'was', 'going', 'to', 'suck']
Actually, it really wasn't as bad as I thought it would be	['Actually', ',', 'it', 'really', 'was', "n't", 'as', 'bad', 'as', 'I', 'thought', 'it', 'would', 'be']
The animation was good for its time, they used a unique method of blending live action with animation to create some interesting effects, and the guy who did the voice for Frodo sounded somewhat like Elijah Wood	['The', 'animation', 'was', 'good', 'for', 'its', 'time', ',', 'they', 'used', 'a', 'unique', 'method', 'of', 'blending', 'live', 'action', 'with', 'animation', 'to', 'create', 'some', 'interesting', 'effects', ',', 'and', 'the', 'guy', 'who', 'did', 'the', 'voice', 'for', 'Frodo', 'sounded', 'somewhat', 'like', 'Elijah', 'Wood']
<br /><br />Not the greatest adaptation of a book, but trust me, I've seen a lot worse	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Not', 'the', 'greatest', 'adaptation', 'of', 'a', 'book', ',', 'but', 'trust', 'me', ',', 'I', "'ve", 'seen', 'a', 'lot', 'worse']
It skips quite a lot of things, since both Fellowship and The Two Towers are compressed into one two hour movie	['It', 'skips', 'quite', 'a', 'lot', 'of', 'things', ',', 'since', 'both', 'Fellowship', 'and', 'The', 'Two', 'Towers', 'are', 'compressed', 'into', 'one', 'two', 'hour', 'movie']
Definatley worth a watch, kids might like, but still, absoutley no comparision with the Peter Jackson trilogy	['Definatley', 'worth', 'a', 'watch', ',', 'kids', 'might', 'like', ',', 'but', 'still', ',', 'absoutley', 'no', 'comparision', 'with', 'the', 'Peter', 'Jackson', 'trilogy']
I watched this film so many times through my child hood that even to this day i can pretty much re-sight all of the dialogue	['I', 'watched', 'this', 'film', 'so', 'many', 'times', 'through', 'my', 'child', 'hood', 'that', 'even', 'to', 'this', 'day', 'i', 'can', 'pretty', 'much', 're-sight', 'all', 'of', 'the', 'dialogue']
And when I watch it now it just makes me happy and surprisingly still laugh	['And', 'when', 'I', 'watch', 'it', 'now', 'it', 'just', 'makes', 'me', 'happy', 'and', 'surprisingly', 'still', 'laugh']
I think it's amazing how they managed to train animals especially the cat to the extent that they are able to play the main role of a feature film	['I', 'think', 'it', "'s", 'amazing', 'how', 'they', 'managed', 'to', 'train', 'animals', 'especially', 'the', 'cat', 'to', 'the', 'extent', 'that', 'they', 'are', 'able', 'to', 'play', 'the', 'main', 'role', 'of', 'a', 'feature', 'film']
However watching it now I can also unfortunately notice that it isn't the masterpiece i once thought it was	['However', 'watching', 'it', 'now', 'I', 'can', 'also', 'unfortunately', 'notice', 'that', 'it', 'is', "n't", 'the', 'masterpiece', 'i', 'once', 'thought', 'it', 'was']
But i prefer to remember how i felt about it when i was younger watching it on VHS on my fist TV that would cloud the image in yellow	['But', 'i', 'prefer', 'to', 'remember', 'how', 'i', 'felt', 'about', 'it', 'when', 'i', 'was', 'younger', 'watching', 'it', 'on', 'VHS', 'on', 'my', 'fist', 'TV', 'that', 'would', 'cloud', 'the', 'image', 'in', 'yellow']
And and bearing in mind it is a children's film, that is why i would still definitely give it 10/10	['And', 'and', 'bearing', 'in', 'mind', 'it', 'is', 'a', 'children', "'s", 'film', ',', 'that', 'is', 'why', 'i', 'would', 'still', 'definitely', 'give', 'it', '10/10']
Jason Bourne sits in a dusty room in with blood on his hands, trying to make sense of what he's just done	['Jason', 'Bourne', 'sits', 'in', 'a', 'dusty', 'room', 'in', 'with', 'blood', 'on', 'his', 'hands', ',', 'trying', 'to', 'make', 'sense', 'of', 'what', 'he', "'s", 'just', 'done']
Meanwhile, a CIA chief in NYC outlines the agency's response to what's just happened on screen	['Meanwhile', ',', 'a', 'CIA', 'chief', 'in', 'NYC', 'outlines', 'the', 'agency', "'s", 'response', 'to', 'what', "'s", 'just', 'happened', 'on', 'screen']
An American flag stands proudly on the centre of his desk in the foreground of the shot, but as he speaks, it slips out of focus as his plan veers into morally dubious territory, as if it doesn't want to be associated with the course of action the government man decides is necessary in the interests of national security	['An', 'American', 'flag', 'stands', 'proudly', 'on', 'the', 'centre', 'of', 'his', 'desk', 'in', 'the', 'foreground', 'of', 'the', 'shot', ',', 'but', 'as', 'he', 'speaks', ',', 'it', 'slips', 'out', 'of', 'focus', 'as', 'his', 'plan', 'veers', 'into', 'morally', 'dubious', 'territory', ',', 'as', 'if', 'it', 'does', "n't", 'want', 'to', 'be', 'associated', 'with', 'the', 'course', 'of', 'action', 'the', 'government', 'man', 'decides', 'is', 'necessary', 'in', 'the', 'interests', 'of', 'national', 'security']
<br /><br />This shot effectively captures the mood of the film	['<', 'br', '/', '>', '<', 'br', '/', '>', 'This', 'shot', 'effectively', 'captures', 'the', 'mood', 'of', 'the', 'film']
As well as portraying Bourne's quest to find out how he became Jason Bourne, Ultimatum is also an examination of the human costs of the measures taken to protect us in the interests of stability and security	['As', 'well', 'as', 'portraying', 'Bourne', "'s", 'quest', 'to', 'find', 'out', 'how', 'he', 'became', 'Jason', 'Bourne', ',', 'Ultimatum', 'is', 'also', 'an', 'examination', 'of', 'the', 'human', 'costs', 'of', 'the', 'measures', 'taken', 'to', 'protect', 'us', 'in', 'the', 'interests', 'of', 'stability', 'and', 'security']
<br /><br />It is also probably the best film you'll see in the cinema this year	['<', 'br', '/', '>', '<', 'br', '/', '>', 'It', 'is', 'also', 'probably', 'the', 'best', 'film', 'you', "'ll", 'see', 'in', 'the', 'cinema', 'this', 'year']
Bourne says to Simon Ross (Considine) "This isn't some newspaper story, this is real" and in the audience you almost believe him	['Bourne', 'says', 'to', 'Simon', 'Ross', '(', 'Considine', ')', '``', 'This', 'is', "n't", 'some', 'newspaper', 'story', ',', 'this', 'is', 'real', "''", 'and', 'in', 'the', 'audience', 'you', 'almost', 'believe', 'him']
The camera shakes, but remains steady enough for you to see everything and feel like you're there with Bourne as he tries to elude his pursuers, and the performances are so good that these guys seem as though they are the characters they're portraying, instead of just being actors performing well-written roles	['The', 'camera', 'shakes', ',', 'but', 'remains', 'steady', 'enough', 'for', 'you', 'to', 'see', 'everything', 'and', 'feel', 'like', 'you', "'re", 'there', 'with', 'Bourne', 'as', 'he', 'tries', 'to', 'elude', 'his', 'pursuers', ',', 'and', 'the', 'performances', 'are', 'so', 'good', 'that', 'these', 'guys', 'seem', 'as', 'though', 'they', 'are', 'the', 'characters', 'they', "'re", 'portraying', ',', 'instead', 'of', 'just', 'being', 'actors', 'performing', 'well-written', 'roles']
The action scenes are so brutally fast-paced and well choreographed that they seem instinctive instead of planned to the minutest movement; the stunt-work is nothing short of amazing	['The', 'action', 'scenes', 'are', 'so', 'brutally', 'fast-paced', 'and', 'well', 'choreographed', 'that', 'they', 'seem', 'instinctive', 'instead', 'of', 'planned', 'to', 'the', 'minutest', 'movement', ';', 'the', 'stunt-work', 'is', 'nothing', 'short', 'of', 'amazing']
<br /><br />The pacing is just incredible	['<', 'br', '/', '>', '<', 'br', '/', '>', 'The', 'pacing', 'is', 'just', 'incredible']
It keeps driving forward towards its conclusion, but not so fast that it leaves you struggling to piece together the plot; the script delivers the information you need as quickly and clearly as possible before moving on to the next tense action set-piece	['It', 'keeps', 'driving', 'forward', 'towards', 'its', 'conclusion', ',', 'but', 'not', 'so', 'fast', 'that', 'it', 'leaves', 'you', 'struggling', 'to', 'piece', 'together', 'the', 'plot', ';', 'the', 'script', 'delivers', 'the', 'information', 'you', 'need', 'as', 'quickly', 'and', 'clearly', 'as', 'possible', 'before', 'moving', 'on', 'to', 'the', 'next', 'tense', 'action', 'set-piece']
While they're often simple (the Waterloo sequence is essentially just a man on a phone being watched by a man on a phone) they're charged with such dramatic intensity that you can't take your eyes off them	['While', 'they', "'re", 'often', 'simple', '(', 'the', 'Waterloo', 'sequence', 'is', 'essentially', 'just', 'a', 'man', 'on', 'a', 'phone', 'being', 'watched', 'by', 'a', 'man', 'on', 'a', 'phone', ')', 'they', "'re", 'charged', 'with', 'such', 'dramatic', 'intensity', 'that', 'you', 'ca', "n't", 'take', 'your', 'eyes', 'off', 'them']
The film is just so focused on powering forwards that you can't help being swept along by it	['The', 'film', 'is', 'just', 'so', 'focused', 'on', 'powering', 'forwards', 'that', 'you', 'ca', "n't", 'help', 'being', 'swept', 'along', 'by', 'it']
<br /><br />With its intense action set-pieces, brilliantly paced storyline, and intelligent examination of the decisions made in the name of national security, the Bourne series is one that accurately captures the ambiguities of our age	['<', 'br', '/', '>', '<', 'br', '/', '>', 'With', 'its', 'intense', 'action', 'set-pieces', ',', 'brilliantly', 'paced', 'storyline', ',', 'and', 'intelligent', 'examination', 'of', 'the', 'decisions', 'made', 'in', 'the', 'name', 'of', 'national', 'security', ',', 'the', 'Bourne', 'series', 'is', 'one', 'that', 'accurately', 'captures', 'the', 'ambiguities', 'of', 'our', 'age']
This Documentary (Now available free on Video	['This', 'Documentary', '(', 'Now', 'available', 'free', 'on', 'Video']
Com) is a fantastic demonstration of the power of ordinary people to overcome injustice	['Com', ')', 'is', 'a', 'fantastic', 'demonstration', 'of', 'the', 'power', 'of', 'ordinary', 'people', 'to', 'overcome', 'injustice']
<br /><br />Chavez was elected in a landslide vote in 1998	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Chavez', 'was', 'elected', 'in', 'a', 'landslide', 'vote', 'in', '1998']
His platform was to divert the fantastic oil wealth from the 20% middle class to the 80% poor	['His', 'platform', 'was', 'to', 'divert', 'the', 'fantastic', 'oil', 'wealth', 'from', 'the', '20', '%', 'middle', 'class', 'to', 'the', '80', '%', 'poor']
He banned foreign drift net fishing in Venezuelan waters	['He', 'banned', 'foreign', 'drift', 'net', 'fishing', 'in', 'Venezuelan', 'waters']
He sent 10,000 Cuban doctors to the slums to treat the sick for free	['He', 'sent', '10,000', 'Cuban', 'doctors', 'to', 'the', 'slums', 'to', 'treat', 'the', 'sick', 'for', 'free']
He wiped out illiteracy and set up new free Universities	['He', 'wiped', 'out', 'illiteracy', 'and', 'set', 'up', 'new', 'free', 'Universities']
<br /><br />But it was his 30% tax on oil company profits that got him in trouble with the Bush administration	['<', 'br', '/', '>', '<', 'br', '/', '>', 'But', 'it', 'was', 'his', '30', '%', 'tax', 'on', 'oil', 'company', 'profits', 'that', 'got', 'him', 'in', 'trouble', 'with', 'the', 'Bush', 'administration']
In 2002, while Irish film makers Kim Bartley and Donnacha O'Briain were interviewing Chavez inside the Presidential Palace about his social programs, a CIA backed coup was launched	['In', '2002', ',', 'while', 'Irish', 'film', 'makers', 'Kim', 'Bartley', 'and', 'Donnacha', "O'Briain", 'were', 'interviewing', 'Chavez', 'inside', 'the', 'Presidential', 'Palace', 'about', 'his', 'social', 'programs', ',', 'a', 'CIA', 'backed', 'coup', 'was', 'launched']
With the cameras rolling, Chavez was captured and flown out of the country	['With', 'the', 'cameras', 'rolling', ',', 'Chavez', 'was', 'captured', 'and', 'flown', 'out', 'of', 'the', 'country']
It was announced on national TV that he had 'resigned'	['It', 'was', 'announced', 'on', 'national', 'TV', 'that', 'he', 'had', "'resigned", "'"]
<br /><br />But the poor of Venezuela didn't believe the media	['<', 'br', '/', '>', '<', 'br', '/', '>', 'But', 'the', 'poor', 'of', 'Venezuela', 'did', "n't", 'believe', 'the', 'media']
They went to the Palace in their millions and demanded that Chavez be returned	['They', 'went', 'to', 'the', 'Palace', 'in', 'their', 'millions', 'and', 'demanded', 'that', 'Chavez', 'be', 'returned']
In the face of such overwhelming numbers, the military turned on the coup leaders and the plotters fled to the US	['In', 'the', 'face', 'of', 'such', 'overwhelming', 'numbers', ',', 'the', 'military', 'turned', 'on', 'the', 'coup', 'leaders', 'and', 'the', 'plotters', 'fled', 'to', 'the', 'US']
Chavez was rescued by military helicopter and returned to jubilation	['Chavez', 'was', 'rescued', 'by', 'military', 'helicopter', 'and', 'returned', 'to', 'jubilation']
That's what one of the girls said at the end	['That', "'s", 'what', 'one', 'of', 'the', 'girls', 'said', 'at', 'the', 'end']
<br /><br />Is the soccer game a metaphor for a qualifying game between the girls (or more broadly, a free-thinking group) and the authority? "To Germany" means to a future that's of hope? <br /><br />It's one of the most unforgettable cinematic experience I've ever had -- despite the crude cinematography and plot, and mild over-acting (though I like the cast -- they're lovable and well above the expectation for amateurs)	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Is', 'the', 'soccer', 'game', 'a', 'metaphor', 'for', 'a', 'qualifying', 'game', 'between', 'the', 'girls', '(', 'or', 'more', 'broadly', ',', 'a', 'free-thinking', 'group', ')', 'and', 'the', 'authority', '?', '``', 'To', 'Germany', "''", 'means', 'to', 'a', 'future', 'that', "'s", 'of', 'hope', '?', '<', 'br', '/', '>', '<', 'br', '/', '>', 'It', "'s", 'one', 'of', 'the', 'most', 'unforgettable', 'cinematic', 'experience', 'I', "'ve", 'ever', 'had', '--', 'despite', 'the', 'crude', 'cinematography', 'and', 'plot', ',', 'and', 'mild', 'over-acting', '(', 'though', 'I', 'like', 'the', 'cast', '--', 'they', "'re", 'lovable', 'and', 'well', 'above', 'the', 'expectation', 'for', 'amateurs', ')']
The ridiculous situation is well captured	['The', 'ridiculous', 'situation', 'is', 'well', 'captured']
I can feel the deep frustration being denied to a game (being female and a soccer fan) and I cannot stop thinking how to make a convincing disguise	['I', 'can', 'feel', 'the', 'deep', 'frustration', 'being', 'denied', 'to', 'a', 'game', '(', 'being', 'female', 'and', 'a', 'soccer', 'fan', ')', 'and', 'I', 'can', 'not', 'stop', 'thinking', 'how', 'to', 'make', 'a', 'convincing', 'disguise']
I wonder why there's no women's section in which protection from dirty language and bad behavior can be provided -- defeating the flawed reasons for the deny	['I', 'wonder', 'why', 'there', "'s", 'no', 'women', "'s", 'section', 'in', 'which', 'protection', 'from', 'dirty', 'language', 'and', 'bad', 'behavior', 'can', 'be', 'provided', '--', 'defeating', 'the', 'flawed', 'reasons', 'for', 'the', 'deny']
<br /><br />The movie is very cleverly made -- the amazing title, the filming during the actual game, the spontaneity, and various methods to put the viewers into the shoes of the characters -- the game that's so important but inaccessible (not shown), the luring light and cheering sound from the stadium, the confinement of the van, and the uselessness of it when those inside connect with the celebrating crowds outside	['<', 'br', '/', '>', '<', 'br', '/', '>', 'The', 'movie', 'is', 'very', 'cleverly', 'made', '--', 'the', 'amazing', 'title', ',', 'the', 'filming', 'during', 'the', 'actual', 'game', ',', 'the', 'spontaneity', ',', 'and', 'various', 'methods', 'to', 'put', 'the', 'viewers', 'into', 'the', 'shoes', 'of', 'the', 'characters', '--', 'the', 'game', 'that', "'s", 'so', 'important', 'but', 'inaccessible', '(', 'not', 'shown', ')', ',', 'the', 'luring', 'light', 'and', 'cheering', 'sound', 'from', 'the', 'stadium', ',', 'the', 'confinement', 'of', 'the', 'van', ',', 'and', 'the', 'uselessness', 'of', 'it', 'when', 'those', 'inside', 'connect', 'with', 'the', 'celebrating', 'crowds', 'outside']
I can feel the comfort coming from the radio, the drinks and the food, and of course, the kindness and consideration from each character to others	['I', 'can', 'feel', 'the', 'comfort', 'coming', 'from', 'the', 'radio', ',', 'the', 'drinks', 'and', 'the', 'food', ',', 'and', 'of', 'course', ',', 'the', 'kindness', 'and', 'consideration', 'from', 'each', 'character', 'to', 'others']
During the end credits, I am amused that no character has a name -- he's just any "soldier" and she's just any "girl" or "sister"	['During', 'the', 'end', 'credits', ',', 'I', 'am', 'amused', 'that', 'no', 'character', 'has', 'a', 'name', '--', 'he', "'s", 'just', 'any', '``', 'soldier', "''", 'and', 'she', "'s", 'just', 'any', '``', 'girl', "''", 'or', '``', 'sister', "''"]
With the advent of the IMDb, this overlooked movie can now find an interested audience	['With', 'the', 'advent', 'of', 'the', 'IMDb', ',', 'this', 'overlooked', 'movie', 'can', 'now', 'find', 'an', 'interested', 'audience']
Why? Because users here who do a search on two-time Academy Award winner Glenda Jackson can find 'The Return of The Soldier' among her credits	['Why', '?', 'Because', 'users', 'here', 'who', 'do', 'a', 'search', 'on', 'two-time', 'Academy', 'Award', 'winner', 'Glenda', 'Jackson', 'can', 'find', "'The", 'Return', 'of', 'The', 'Soldier', "'", 'among', 'her', 'credits']
So can those checking out Oscar winner Julie Christie	['So', 'can', 'those', 'checking', 'out', 'Oscar', 'winner', 'Julie', 'Christie']
Fans of Ann-Margret can give the title a click, as will those looking into the career of the great Alan Bates	['Fans', 'of', 'Ann-Margret', 'can', 'give', 'the', 'title', 'a', 'click', ',', 'as', 'will', 'those', 'looking', 'into', 'the', 'career', 'of', 'the', 'great', 'Alan', 'Bates']
Not to mention the added bonus of a movie with supporting heavyweights Ian Holm and Frank Finlay	['Not', 'to', 'mention', 'the', 'added', 'bonus', 'of', 'a', 'movie', 'with', 'supporting', 'heavyweights', 'Ian', 'Holm', 'and', 'Frank', 'Finlay']
Any movie with so many notables in it is rewarded by the IMDb, given all the cross-referencing that goes on here	['Any', 'movie', 'with', 'so', 'many', 'notables', 'in', 'it', 'is', 'rewarded', 'by', 'the', 'IMDb', ',', 'given', 'all', 'the', 'cross-referencing', 'that', 'goes', 'on', 'here']
